dataset,field_id,type,description,coverage,alphaCount,userCount
analyst4,anl4_afv4_cfps_high,MATRIX,Cash Flow Per Share - The highest estimation for the annual forecast,0.6751,79,68
analyst4,anl4_afv4_cfps_low,MATRIX,Cash Flow Per Share - The lowest estimation for the upcoming fiscal year,0.6751,131,106
analyst4,anl4_afv4_cfps_mean,MATRIX,Cash Flow Per Share - average of estimations for the annual frequency,0.6751,139,103
analyst4,anl4_afv4_cfps_median,MATRIX,Cash Flow Per Share - Median value among forecasts for the annual frequency,0.6751,345,294
analyst4,anl4_afv4_cfps_number,MATRIX,Cash Flow Per Share - number of estimations for annual frequency,0.6751,218,179
analyst4,anl4_afv4_div_high,MATRIX,Dividend per share - The highest estimation for the annual forecast.,0.8232,49,46
analyst4,anl4_afv4_div_low,MATRIX,Dividend - The lowest estimation for the annual forecast,0.8232,60,52
analyst4,anl4_afv4_div_mean,MATRIX,Dividend per share - average of estimations for annual frequency,0.8232,64,61
analyst4,anl4_afv4_div_median,MATRIX,Dividend per share - Median value among forecasts,0.8232,68,47
analyst4,anl4_afv4_div_number,MATRIX,Number of estimations for Dividend per share - annually,0.8232,90,82
analyst4,anl4_afv4_div_std,MATRIX,Dividend per share - standard deviation of estimations,0.3948,31,28
analyst4,anl4_afv4_dts_spe,MATRIX,Earnings per share - standard deviation of estimations,0.691,196,163
analyst4,anl4_afv4_eps_high,MATRIX,Earnings per share - The highest estimation,1.0,1020,694
analyst4,anl4_afv4_eps_low,MATRIX,Earnings per share - The lowest estimation for annual frequency,1.0,607,457
analyst4,anl4_afv4_eps_mean,MATRIX,Earnings per share - mean of estimations for annual frequency,1.0,1313,662
analyst4,anl4_afv4_eps_number,MATRIX,Earnings per share - number of estimations for annual frequency,1.0,561,361
analyst4,anl4_afv4_maxguidance,VECTOR,Max guidance value,0.6994,325,202
analyst4,anl4_afv4_median_eps,MATRIX,Earnings per share - median of estimations,1.0,644,439
analyst4,anl4_afv4_minguidance,VECTOR,Min guidance value,0.6994,135,119
analyst4,anl4_bac1actualqfv110_actual,VECTOR,Announced financial data,0.647,145,113
analyst4,anl4_bac1actualqfv110_item,VECTOR,Financial item,0.6641,165,128
analyst4,anl4_bac1conafv110_item,VECTOR,Financial item,0.7343,160,147
analyst4,anl4_bac1conltv110_item,VECTOR,Financial item,0.7004,35,28
analyst4,anl4_bac1conqfv110_item,VECTOR,Financial item,0.7262,116,90
analyst4,anl4_bac1conrecv110_item,VECTOR,Financial item,0.6243,148,85
analyst4,anl4_bac1detailafv110_item,VECTOR,Financial item,0.7154,657,566
analyst4,anl4_bac1detaillt_item,VECTOR,Financial item,0.6827,4106,2405
analyst4,anl4_bac1detailqfv110_item,VECTOR,Financial item,0.6876,185,69
analyst4,anl4_bac1detailrec_item,VECTOR,Financial item,0.7128,2880,1290
analyst4,anl4_basicafv4_actual,VECTOR,Announced financial data for the annual period.,0.915,50,42
analyst4,anl4_basicconafv110_down,VECTOR,Number of lower estimations,0.7343,165,75
analyst4,anl4_basicconafv110_high,VECTOR,The highest estimation,0.7343,44,33
analyst4,anl4_basicconafv110_low,VECTOR,The lowest estimation,0.7343,54,40
analyst4,anl4_basicconafv110_mean,VECTOR,Mean of estimations,0.7343,55,37
analyst4,anl4_basicconafv110_median,VECTOR,Median of estimations,0.7343,37,26
analyst4,anl4_basicconafv110_numest,VECTOR,The number of forecasts counted in aggregation,0.7343,707,551
analyst4,anl4_basicconafv110_pu,VECTOR,The number of upper estimations,0.7343,2118,1277
analyst4,anl4_basicconltv110_down,VECTOR,Number of lower estimations,0.7004,132,81
analyst4,anl4_basicconltv110_high,VECTOR,The highest estimation,0.7004,135,67
analyst4,anl4_basicconltv110_low,VECTOR,The lowest estimation,0.7004,64,49
analyst4,anl4_basicconltv110_mean,VECTOR,Mean of estimations,0.7004,88,62
analyst4,anl4_basicconltv110_median,VECTOR,Median of estimations,0.7004,131,83
analyst4,anl4_basicconltv110_numest,VECTOR,The number of forecasts counted in aggregation,0.7004,1719,1319
analyst4,anl4_basicconltv110_pu,VECTOR,The number of upper estimations,0.7004,1262,926
analyst4,anl4_basicconqfv110_down,VECTOR,Number of lower estimations,0.7262,1296,1176
analyst4,anl4_basicconqfv110_high,VECTOR,The highest estimation,0.7262,94,79
analyst4,anl4_basicconqfv110_low,VECTOR,The lowest estimation,0.7262,58,33
analyst4,anl4_basicconqfv110_mean,VECTOR,Mean of estimations,0.7262,1309,1218
analyst4,anl4_basicconqfv110_median,VECTOR,Median of estimations,0.7262,101,73
analyst4,anl4_basicconqfv110_numest,VECTOR,The number of forecasts counted in aggregation,0.7262,1469,1151
analyst4,anl4_basicconqfv110_pu,VECTOR,The number of upper estimations,0.7262,3857,2295
analyst4,anl4_basicdetaillt_bk,VECTOR,Broker name (int),0.6827,102,61
analyst4,anl4_basicdetaillt_estvalue,VECTOR,Estimation value,0.6818,107,57
analyst4,anl4_basicdetaillt_person,VECTOR,Broker Id,0.6827,142,92
analyst4,anl4_basicdetaillt_prevval,VECTOR,The Previous Estimation of Financial Item,0.677,136,76
analyst4,anl4_basicdetailqfv110_bk,VECTOR,Broker name (int),0.6876,45,35
analyst4,anl4_basicdetailqfv110_estvalue,VECTOR,Estimation value,0.6873,43,32
analyst4,anl4_basicdetailqfv110_person,VECTOR,Broker Id,0.6876,44,35
analyst4,anl4_basicdetailqfv110_prevval,VECTOR,The previous estimation of financial item,0.6847,74,44
analyst4,anl4_basicdetailrec_bk,VECTOR,Broker name (int),0.7128,92,59
analyst4,anl4_basicdetailrec_person,VECTOR,Broker Id,0.7128,84,57
analyst4,anl4_basicdetailrec_ratingvalue,VECTOR,Score on the given instrument,0.7104,536,323
analyst4,anl4_basicqfv4_actual,VECTOR,Announced financial data,0.9972,43,40
analyst4,anl4_basicqfv4_maxguidance,VECTOR,Max guidance value,0.4814,845,793
analyst4,anl4_basicqfv4_minguidance,VECTOR,Min guidance value,0.4814,747,685
analyst4,anl4_baz1v110_bk,VECTOR,Broker name (int),0.7154,81,39
analyst4,anl4_baz1v110_estvalue,VECTOR,Estimation value,0.7152,70,47
analyst4,anl4_baz1v110_person,VECTOR,Broker Id,0.7154,636,537
analyst4,anl4_baz1v110_prevval,VECTOR,The previous estimation of financial item,0.7134,41,30
analyst4,anl4_buy,VECTOR,The number of recommendations to long the instrument,0.6243,593,417
analyst4,anl4_bvps_flag,MATRIX,Book value per share - forecast type (revision/new/...),0.8223,17862,7928
analyst4,anl4_bvps_high,MATRIX,"Book value - the highest estimation, per share",0.6499,1142,572
analyst4,anl4_bvps_low,MATRIX,"Book value - the lowest estimation, per share",0.6499,1608,1066
analyst4,anl4_bvps_mean,MATRIX,Book value per share - average of estimations,0.6499,1098,515
analyst4,anl4_bvps_median,MATRIX,Book value per share - Median value among forecasts,0.6499,993,504
analyst4,anl4_bvps_number,MATRIX,Book value per share - number of estimations,0.6499,2303,1952
analyst4,anl4_bvps_value,MATRIX,Book value per share - announced financial value,0.5245,588,323
analyst4,anl4_capex_flag,MATRIX,Capital Expenditures - forecast type (revision/new/...),0.8506,7258,3633
analyst4,anl4_capex_high,MATRIX,Capital Expenditures - The highest estimation,0.6173,8457,1538
analyst4,anl4_capex_low,MATRIX,Capital Expenditures - The lowest estimation,0.6173,7535,1626
analyst4,anl4_capex_mean,MATRIX,Capital Expenditures - mean of estimations,0.6173,847,301
analyst4,anl4_capex_number,MATRIX,Capital Expenditures - number of estimations,0.6173,1394,1199
analyst4,anl4_capex_std,MATRIX,Capital Expenditures - standard deviation of estimations,0.2569,3104,1075
analyst4,anl4_capex_value,MATRIX,Capital Expenditures - announced financial value,0.6592,6549,1786
analyst4,anl4_cff_flag,MATRIX,Cash Flow From Financing Activities - forecast type (revision/new/...),0.8244,8781,6175
analyst4,anl4_cff_high,MATRIX,Cash Flow From Financing - The highest of forecasted values,0.59,2142,937
analyst4,anl4_cff_low,MATRIX,Cash Flow From Financing - The lowest estimation,0.59,5037,1314
analyst4,anl4_cff_mean,MATRIX,Cash Flow From Financing - mean of estimations,0.59,258,128
analyst4,anl4_cff_median,MATRIX,Cash Flow From Financing Activities - Median value among forecasts,0.59,334,137
analyst4,anl4_cff_number,MATRIX,Cash Flow From Financing - number of estimations,0.59,653,505
analyst4,anl4_cff_value,MATRIX,Cash Flow From Financing - announced financial value,0.4781,618,412
analyst4,anl4_cfi_flag,MATRIX,Cash Flow From Investing - forecast type (revision/new/...),0.8287,5427,4035
analyst4,anl4_cfi_high,MATRIX,Cash Flow From Investing - The highest estimation,0.5849,1464,874
analyst4,anl4_cfi_low,MATRIX,Cash Flow From Investing - The lowest estimation,0.5849,3060,1116
analyst4,anl4_cfi_mean,MATRIX,Cash Flow From Investing - mean of estimations,0.5849,241,138
analyst4,anl4_cfi_median,MATRIX,Cash Flow From Investing - median of estimations,0.5849,426,301
analyst4,anl4_cfi_number,MATRIX,Cash Flow From Investing - number of estimations,0.5849,302,159
analyst4,anl4_cfi_value,MATRIX,Cash Flow From Investing - announced financial value,0.4859,2086,1000
analyst4,anl4_cfo_flag,MATRIX,Cash Flow From Operations - forecast type (revision/new/...),0.8269,5022,3800
analyst4,anl4_cfo_high,MATRIX,Cash Flow From Operations - The highest value among forecasts,0.6232,2278,1114
analyst4,anl4_cfo_low,MATRIX,Cash Flow From Operations - The lowest estimation,0.6232,6985,1471
analyst4,anl4_cfo_mean,MATRIX,Cash Flow From Operations - mean of estimations,0.6232,350,178
analyst4,anl4_cfo_median,MATRIX,Cash Flow From Operations - median of estimations,0.6232,2489,1091
analyst4,anl4_cfo_number,MATRIX,Cash Flow From Operations - number of estimations,0.6232,1067,833
analyst4,anl4_cfo_value,MATRIX,Cash Flow From Operations - announced financial value,0.5809,7089,1908
analyst4,anl4_cuo1actualqfv110_actual,VECTOR,Announced financial data,0.6345,543,486
analyst4,anl4_cuo1actualqfv110_item,VECTOR,Financial item,0.6473,235,193
analyst4,anl4_cuo1conafv110_item,VECTOR,Financial item,0.7196,199,169
analyst4,anl4_cuo1conqfv110_item,VECTOR,Financial item,0.6979,1091,855
analyst4,anl4_cuo1detailafv110_item,VECTOR,Financial item,0.688,3926,1798
analyst4,anl4_cuo1detailqfv110_item,VECTOR,Financial item,0.6295,2855,1599
analyst4,anl4_cuo1guidaf_item,VECTOR,Financial item,0.2961,28,24
analyst4,anl4_cuo1guidaf_maxguidance,VECTOR,Max guidance value,0.2938,44,42
analyst4,anl4_cuo1guidaf_minguidance,VECTOR,Minimum guidance value,0.2952,75,68
analyst4,anl4_dei2laf_item,VECTOR,Financial item,0.4928,1197,915
analyst4,anl4_dei2lqfv110_item,VECTOR,Financial item,0.4304,2884,1865
analyst4,anl4_dei3lafv110_item,VECTOR,Financial item,0.5416,740,611
analyst4,anl4_dei3lltv110_item,VECTOR,Financial item,0.4737,4047,2234
analyst4,anl4_dei3lqfv110_item,VECTOR,Financial item,0.513,412,369
analyst4,anl4_dei3lrec_item,VECTOR,Financial item,0.5489,446,380
analyst4,anl4_detailltv4_est,VECTOR,Long term estimation value,1.0,23,19
analyst4,anl4_detailltv4_preest,VECTOR,The previous estimation of financial item,1.0,30,19
analyst4,anl4_detailltv4v104_est,VECTOR,Estimation value,0.7943,89,60
analyst4,anl4_detailltv4v104_preest,VECTOR,The previous estimation of financial item,0.7911,94,65
analyst4,anl4_detailrecv4_est,VECTOR,Estimation value for recommendation detail,1.0,66,51
analyst4,anl4_detailrecv4v104_est,VECTOR,Estimation value,0.7885,1001,662
analyst4,anl4_dez1afv4_est,VECTOR,Estimation value,0.967,242,170
analyst4,anl4_dez1afv4_preest,VECTOR,The previous estimation of finanicial item,0.967,76,49
analyst4,anl4_dez1basicafv4_est,VECTOR,Estimation value,1.0,26,20
analyst4,anl4_dez1basicafv4_preest,VECTOR,The previous estimation of finanicial item,1.0,14,14
analyst4,anl4_dez1basicafv4v104_est,VECTOR,Estimation value,0.8076,121,94
analyst4,anl4_dez1basicafv4v104_preest,VECTOR,The previous estimation of financial item,0.806,56,39
analyst4,anl4_dez1basicqfv4_est,VECTOR,Estimation value,1.0,32,30
analyst4,anl4_dez1basicqfv4_preest,VECTOR,The previous estimation of finanicial item,1.0,10,9
analyst4,anl4_dez1basicqfv4v104_est,VECTOR,Estimation value,0.7891,680,564
analyst4,anl4_dez1basicqfv4v104_preest,VECTOR,The previous estimation of financial item,0.7865,304,259
analyst4,anl4_dez1qfv4_est,VECTOR,Estimation value,0.964,975,787
analyst4,anl4_dez1qfv4_preest,VECTOR,The previous estimation of finanicial item,0.964,518,419
analyst4,anl4_dez1safv4_est,VECTOR,Estimation value,0.4317,45,22
analyst4,anl4_dez1safv4_preest,VECTOR,The previous estimation of finanicial item,0.4122,43,28
analyst4,anl4_dts_ptp,MATRIX,Pretax income - std of estimations,0.505,872,703
analyst4,anl4_dts_rspe,MATRIX,Reported Earnings per share - standard deviation of estimations,0.4773,4516,2988
analyst4,anl4_eaz1laf_bk,VECTOR,Broker name (int),0.4928,702,649
analyst4,anl4_eaz1laf_estvalue,VECTOR,Estimation value,0.4801,27,25
analyst4,anl4_eaz1laf_person,VECTOR,Broker Id,0.4928,587,534
analyst4,anl4_eaz1laf_prevval,VECTOR,The previous estimation of financial item,0.4771,41,34
analyst4,anl4_eaz1lqfv110_bk,VECTOR,Broker name (int),0.4304,191,174
analyst4,anl4_eaz1lqfv110_estvalue,VECTOR,Estimation value,0.4151,32,25
analyst4,anl4_eaz1lqfv110_person,VECTOR,Broker Id,0.4304,291,250
analyst4,anl4_eaz1lqfv110_prevval,VECTOR,The previous estimation of financial item,0.4117,19,16
analyst4,anl4_eaz2lafv110_bk,VECTOR,Broker name (int),0.5416,747,662
analyst4,anl4_eaz2lafv110_estvalue,VECTOR,Estimation value,0.5282,46,29
analyst4,anl4_eaz2lafv110_person,VECTOR,Broker Id,0.5416,69,58
analyst4,anl4_eaz2lafv110_prevval,VECTOR,The previous estimation of financial item,0.5248,23,19
analyst4,anl4_eaz2lltv110_bk,VECTOR,Broker name (int),0.4737,783,678
analyst4,anl4_eaz2lltv110_estvalue,VECTOR,Estimation value,0.46,39,34
analyst4,anl4_eaz2lltv110_person,VECTOR,Broker Id,0.4737,955,795
analyst4,anl4_eaz2lltv110_prevval,VECTOR,The previous estimation of financial item,0.4544,78,47
analyst4,anl4_eaz2lqfv110_bk,VECTOR,Broker name (int),0.513,164,152
analyst4,anl4_eaz2lqfv110_estvalue,VECTOR,Estimation value,0.4984,145,132
analyst4,anl4_eaz2lqfv110_person,VECTOR,Broker Id,0.513,184,161
analyst4,anl4_eaz2lqfv110_prevval,VECTOR,The previous estimation of financial item,0.4948,157,139
analyst4,anl4_eaz2lrec_bk,VECTOR,Broker name (int),0.5489,435,362
analyst4,anl4_eaz2lrec_person,VECTOR,Broker Id,0.5489,1518,1056
analyst4,anl4_eaz2lrec_ratingvalue,VECTOR,Score on the given instrument,0.5327,5668,2645
analyst4,anl4_ebit_high,MATRIX,Earnings before interest and taxes - The highest estimation,0.7097,3358,1285
analyst4,anl4_ebit_low,MATRIX,Earnings before interest and taxes - The lowest estimation,0.7097,3918,1213
analyst4,anl4_ebit_mean,MATRIX,Earnings before interest and taxes - mean of estimations,0.7097,714,380
analyst4,anl4_ebit_median,MATRIX,Earnings before interest and taxes - median of estimations,0.7097,1952,999
analyst4,anl4_ebit_number,MATRIX,Earnings before interest and taxes - number of estimations,0.7097,3584,2698
analyst4,anl4_ebit_std,MATRIX,Earnings before interest and taxes - standard deviation of estimations,0.4695,1896,1104
analyst4,anl4_ebit_value,MATRIX,Earnings before interest and taxes - announced financial value,0.9483,16610,3637
analyst4,anl4_ebitda_flag,MATRIX,"Earnings before interest, taxes, depreciation and amortization - forecast type (revision/new/...)",0.8633,4464,2944
analyst4,anl4_ebitda_high,MATRIX,"Earnings before interest, taxes, depreciation, and amortization - the highest estimation",0.5831,5154,1343
analyst4,anl4_ebitda_low,MATRIX,"Earnings before interest, taxes, depreciation and amortization - The lowest estimation",0.5831,6459,1362
analyst4,anl4_ebitda_mean,MATRIX,"Earnings before interest, taxes, depreciation and amortization - mean of estimations",0.5831,388,192
analyst4,anl4_ebitda_number,MATRIX,"Earnings before interest, taxes, depreciation and amortization - number of estimations",0.5831,488,282
analyst4,anl4_ebitda_std,MATRIX,"Earnings before interest, taxes, depreciation, and amortization - standard deviation of estimations",0.3585,592,500
analyst4,anl4_ebitda_value,MATRIX,"Earnings before interest, taxes, depreciation and amortization - announced financial value",0.8133,15153,2392
analyst4,anl4_epsa_flag,MATRIX,Earnings per share adjusted by excluding extraordinary items and stock option expenses - forecast type (revision/new/...),1.0,872,409
analyst4,anl4_epsr_flag,MATRIX,"GAAP Earnings - estimation type (revision/new/...), per share",0.8742,15123,7360
analyst4,anl4_epsr_high,MATRIX,GAAP Earnings per share - The highest estimation,0.7153,2575,1252
analyst4,anl4_epsr_low,MATRIX,GAAP Earnings per share - The lowest estimation,0.7153,5019,1466
analyst4,anl4_epsr_mean,MATRIX,GAAP Earnings per share - mean of estimations,0.7153,1133,560
analyst4,anl4_epsr_number,MATRIX,GAAP Earnings per share - number of estimations,0.7153,6353,4514
analyst4,anl4_epsr_value,MATRIX,GAAP Earnings per share - announced financial value,0.9904,1864,1010
analyst4,anl4_fcf_flag,MATRIX,Free cash flow - forecast type (revision/new/...),0.859,4228,2993
analyst4,anl4_fcf_high,MATRIX,"Free cash flow - aggregation on estimations, max",0.5545,1141,718
analyst4,anl4_fcf_low,MATRIX,Free Cash Flow - The lowest estimation,0.5545,3401,1112
analyst4,anl4_fcf_mean,MATRIX,Free Cash Flow - mean of estimations,0.5545,308,173
analyst4,anl4_fcf_median,MATRIX,"Free cash flow - aggregation on estimations, 50th percentile",0.5545,1325,808
analyst4,anl4_fcf_number,MATRIX,Free Cash Flow - number of estimations,0.5545,474,377
analyst4,anl4_fcf_value,MATRIX,Free cash flow- announced financial value,0.5288,1929,1051
analyst4,anl4_fcfps_flag,MATRIX,Free cash flow per share - forecast type (revision/new/...),0.8947,1605,1094
analyst4,anl4_fcfps_high,MATRIX,Free Cash Flow Per Share - the highest estimation,0.4393,248,153
analyst4,anl4_fcfps_low,MATRIX,Free Cash Flow Per Share - the lowest estimation,0.4393,515,421
analyst4,anl4_fcfps_mean,MATRIX,Free cash flow per share - mean of estimations,0.4393,239,160
analyst4,anl4_fcfps_median,MATRIX,"Free cash flow - summary on estimations, 50th-percentile, per share",0.4393,221,158
analyst4,anl4_fcfps_number,MATRIX,Free Cash Flow per Share - number of estimations,0.4393,5796,4033
analyst4,anl4_ffo_flag,MATRIX,Funds from Operation - forecast type (revision/new/...),1.0,6302,1734
analyst4,anl4_flag_erbfintax,MATRIX,Earnings before interest and taxes - forecast type (revision/new/...),0.8184,12623,6909
analyst4,anl4_fs_actual_1qf_v4_nd_bvps_value,MATRIX,Announced book value per share,0.5107,1,1
analyst4,anl4_fs_actual_1qf_v4_nd_capex_value,MATRIX,Announced value of capital expenditures,0.6419,54,52
analyst4,anl4_fs_actual_1qf_v4_nd_cff_value,MATRIX,Announced value of cash flow from financing,0.4655,2,2
analyst4,anl4_fs_actual_1qf_v4_nd_cfi_value,MATRIX,Cash Flow From Investing - announced financial value,0.4731,3,3
analyst4,anl4_fs_actual_1qf_v4_nd_cfo_value,MATRIX,Announced cash flow from operations,0.5657,24,21
analyst4,anl4_fs_actual_1qf_v4_nd_ebit_value,MATRIX,Announced value of earnings before interest and taxes (EBIT),0.9235,137,113
analyst4,anl4_fs_actual_1qf_v4_nd_ebitda_value,MATRIX,"Announced earnings before interest, taxes, depreciation, and amortization",0.7919,34,34
analyst4,anl4_fs_actual_1qf_v4_nd_epsr_value,MATRIX,GAAP Earnings per share - announced financial value,0.9644,3,3
analyst4,anl4_fs_actual_1qf_v4_nd_fcf_value,MATRIX,Announced value of free cash flow,0.515,68,59
analyst4,anl4_fs_actual_1qf_v4_nd_fcfps_value,MATRIX,Free cash flow per share - announced financial value,0.3422,2,2
analyst4,anl4_fs_actual_1qf_v4_nd_grossincome_value,MATRIX,Announced value of gross income,0.6772,33,32
analyst4,anl4_fs_actual_1qf_v4_nd_netdebt_value,MATRIX,Announced value of net debt,0.3781,41,33
analyst4,anl4_fs_actual_1qf_v4_nd_netprofit_value,MATRIX,Announced net profit,0.9851,22,22
analyst4,anl4_fs_actual_1qf_v4_nd_netprofita_value,MATRIX,Announced value of adjusted net income,0.9068,62,56
analyst4,anl4_fs_actual_1qf_v4_nd_ptp_value,MATRIX,Announced value of pretax income,0.9184,128,106
analyst4,anl4_fs_actual_1qf_v4_nd_ptpr_value,MATRIX,Announced value of reported pretax income,0.409,12,11
analyst4,anl4_fs_actual_1qf_v4_nd_rd_exp_value,MATRIX,Announced value of research and development expense,0.3697,0,0
analyst4,anl4_fs_actual_1qf_v4_nd_sga_value,MATRIX,"Actual value for selling, general and administrative expense",0.6001,16,14
analyst4,anl4_fs_actual_1qf_v4_nd_sh_equity_value,MATRIX,Announced value of shareholders' equity,0.6769,2,2
analyst4,anl4_fs_actual_1qf_v4_nd_totassets_value,MATRIX,Actual value for total assets,0.6316,8,4
analyst4,anl4_fs_actual_1qf_v4_nd_totgw_value,MATRIX,Announced financial value for total goodwill,0.3663,2,1
analyst4,anl4_fs_actual_af_v4_nd_actual,VECTOR,Reported actual value for the financial item,0.8958,0,0
analyst4,anl4_fs_actual_af_v4_nd_currency,VECTOR,Home currency of the instrument in which the actual value is reported,0.9618,7,7
analyst4,anl4_fs_actual_basic_af_v4_nd_actual,VECTOR,Reported actual value of the financial item for the annual period,0.891,0,0
analyst4,anl4_fs_actual_basic_qf_v4_nd_actual,VECTOR,Reported actual value for the item,0.9711,4,4
analyst4,anl4_fs_actual_qf_v4_nd_actual,VECTOR,Reported actual value for the specified item,0.9665,2,1
analyst4,anl4_fs_actuals_advanced_af_nd_bvps_value,MATRIX,Book value per share actual value,0.7285,3,3
analyst4,anl4_fs_actuals_advanced_af_nd_capex_value,MATRIX,Capital expenditures total value,0.7327,0,0
analyst4,anl4_fs_actuals_advanced_af_nd_cff_value,MATRIX,Cash flow from financing value,0.6263,2,2
analyst4,anl4_fs_actuals_advanced_af_nd_cfi_value,MATRIX,Cash flow from investing value,0.6311,2,2
analyst4,anl4_fs_actuals_advanced_af_nd_cfo_value,MATRIX,Cash flow from operations value for the annual period,0.695,1,1
analyst4,anl4_fs_actuals_advanced_af_nd_currency,MATRIX,Pricing currency in which the security trades,1.0,312,264
analyst4,anl4_fs_actuals_advanced_af_nd_ebit_value,MATRIX,Earnings before interest and taxes (EBIT) actual value,0.9031,30,28
analyst4,anl4_fs_actuals_advanced_af_nd_ebitda_value,MATRIX,EBITDA actual value for the annual period,0.8036,0,0
analyst4,anl4_fs_actuals_advanced_af_nd_epsr_value,MATRIX,Reported earnings per share actual value,0.9319,18,18
analyst4,anl4_fs_actuals_advanced_af_nd_fcf_value,MATRIX,Free cash flow actual value for the annual period,0.6644,5,5
analyst4,anl4_fs_actuals_advanced_af_nd_fcfps_value,MATRIX,Free cash flow per share actual value for the annual period,0.4784,57,52
analyst4,anl4_fs_actuals_advanced_af_nd_grossincome_value,MATRIX,Gross income actual value on an annual basis,0.6863,3,2
analyst4,anl4_fs_actuals_advanced_af_nd_netdebt_value,MATRIX,Net debt actual value for the annual period,0.667,40,39
analyst4,anl4_fs_actuals_advanced_af_nd_netprofit_value,MATRIX,Net profit announced financial value for annual data,0.9473,45,44
analyst4,anl4_fs_actuals_advanced_af_nd_netprofita_value,MATRIX,Adjusted net income announced actual value for annual frequency,0.8895,48,36
analyst4,anl4_fs_actuals_advanced_af_nd_ptp_value,MATRIX,Pretax profit actual value for the annual period,0.9159,29,25
analyst4,anl4_fs_actuals_advanced_af_nd_ptpr_value,MATRIX,Reported pretax income (PTPR) actual value for the annual fiscal period,0.5438,1,1
analyst4,anl4_fs_actuals_advanced_af_nd_rd_exp_value,MATRIX,Research and Development expense actual value for the annual period,0.3667,3,3
analyst4,anl4_fs_actuals_advanced_af_nd_sga_value,MATRIX,"Selling, General and Administrative expense actual value",0.618,2,1
analyst4,anl4_fs_actuals_advanced_af_nd_sh_equity_value,MATRIX,Shareholders' equity total actual value,0.8247,3,2
analyst4,anl4_fs_actuals_advanced_af_nd_totassets_value,MATRIX,Total assets actual value,0.7825,2,2
analyst4,anl4_fs_actuals_advanced_af_nd_totgw_value,MATRIX,Total goodwill value,0.5147,0,0
