dataset,field_id,type,description,coverage,alphaCount,userCount
model77,income_statement_value_score,MATRIX,Investor Sentiment (submodule of Value Analyst II),1.0,55,17
model77,industrial_production_indicator,MATRIX,Industrial Production Sensitivity: measures the sensitivity of a stock’s performance to changes in industrial production (macro factor exposure),0.9819,23,21
model77,industry_adjusted_doubtful_receivables,MATRIX,Industry-adjusted annual doubtful accounts receivable; asset-scaled minus industry mean,0.5461,8,6
model77,industry_rel_ttm_sales_to_ev,MATRIX,"Industry-relative ratio of trailing twelve month sales to enterprise value, used for valuation comparison",0.9861,29,19
model77,industry_relative_book_to_market,MATRIX,Book-to-market ratio compared to industry average; valuation measure relative to industry,0.9905,37,27
model77,industry_relative_ebitda_to_price,MATRIX,TTM EBITDA-to-Price ratio compared to industry average; valuation metric relative to industry,0.9624,28,20
model77,industry_relative_eps_to_price,MATRIX,TTM EPS-to-Price ratio compared to industry average; valuation measure relative to industry,0.9893,9,8
model77,industry_relative_fcf_to_price,MATRIX,TTM Free Cash Flow-to-Price ratio compared to industry average; valuation metric relative to industry,0.989,21,15
model77,industry_relative_return_4w,MATRIX,"4-week stock return relative to industry average, normalized by industry standard deviation",1.0,11,9
model77,industry_relative_return_5d,MATRIX,"5-day stock return relative to industry average, normalized by industry standard deviation",1.0,65,40
model77,industry_relative_sales_to_price,MATRIX,"Sales-to-price ratio less industry average, deflated by industry standard deviation.",1.0,59,56
model77,industry_relative_sales_to_price_v1,MATRIX,TTM Sales-to-Price ratio compared to industry average; measure of valuation relative to industry,0.9858,4,4
model77,inflation_rate_indicator,MATRIX,Sensitivity of the company’s stock to changes in the inflation rate,0.9819,15,14
model77,interest_coverage_ratio_5,MATRIX,Interest Coverage,0.4286,4,4
model77,interest_coverage_ratio_globaldividend,MATRIX,Interest Coverage Ratio; ratio of operating income to interest expense,0.4174,2,2
model77,inventory_change_avg_assets,MATRIX,"Change in inventory relative to average total assets, often used to assess operational or financial efficiency",0.9051,33,19
model77,inverse_peg_earnings_growth,MATRIX,"Inverse of PEG ratio: next four-quarters’ earnings estimate times long-term growth rate, scaled by price",0.7213,9,8
model77,inverse_peg_ratio,MATRIX,Inverse of PEG Ratio,1.0,146,115
model77,inverse_peg_ratio_2,MATRIX,Inverse of PEG Ratio,1.0,147,117
model77,inverse_peg_ratio_2_emmodel,MATRIX,"Inverse of PEG ratio, calculated as next four-quarter earnings estimate times long-term growth rate scaled by price",1.0,23,21
model77,inverse_peg_ratio_emmodel,MATRIX,"Inverse of the PEG ratio, computed as next four-quarters’ earnings estimate times long-term growth rate, scaled by price",1.0,37,32
model77,lagged_inverse_peg_ratio,MATRIX,Lagged Inverse of PEG Ratio,0.797,20,9
model77,latin_america_sales_exposure,MATRIX,Proportion of company sales from Latin America,0.773,19,14
model77,liquidity_cash_to_liabilities_ratio,MATRIX,"Liquidity ratio calculated as cash and equivalents divided by current liabilities, using a fixed formula.",0.8236,47,24
model77,long_term_earnings_growth_forecast,MATRIX,"Long-term earnings growth rate estimate, typically from consensus analysts such as I/B/E/S",1.0,14,14
model77,long_term_growth_estimate,MATRIX,"Long-term growth rate estimate for the company, typically sourced from analyst consensus",1.0,19,11
model77,long_term_growth_estimate_2,MATRIX,Long-term growth rate forecast (I/B/E/S or First Call),0.4362,6,4
model77,long_term_growth_forecast_2,MATRIX,Long-term earnings growth rate forecast (typically I/B/E/S consensus),0.8286,3,3
model77,market_volatility_index,MATRIX,Sensitivity of stock or portfolio to market volatility as measured by the VIX index,0.9819,381,257
model77,mdl177_2_5yearrelativevaluefactor_rel5ybp,MATRIX,"5-year Relative Book-to-Market: current book-to-market minus the 60-month average, scaled by standard deviation",0.8243,386,242
model77,mdl177_2_5yearrelativevaluefactor_rel5ycfp,MATRIX,"5-year Relative Trailing 12-Month Cash Flow-to-Price: current TTM cash flow-to-price minus the 60-month average, scaled by standard deviation",0.8041,71,52
model77,mdl177_2_5yearrelativevaluefactor_rel5ycoreepsp,MATRIX,"5-year Relative Trailing 12-Month Core Earnings-to-Price: current TTM core earnings-to-price minus the 60-month average, scaled by standard deviation",0.791,148,60
model77,mdl177_2_5yearrelativevaluefactor_rel5ydivp,MATRIX,"5-year Relative Trailing 12-Month Dividend Yield: current dividend yield minus the 60-month average, scaled by standard deviation",0.4966,29,26
model77,mdl177_2_5yearrelativevaluefactor_rel5yebitdap,MATRIX,"5-year Relative Trailing 12-Month EBITDA-to-Price: current TTM EBITDA per share-to-price minus the 60-month average, scaled by standard deviation",0.7538,102,64
model77,mdl177_2_5yearrelativevaluefactor_rel5yep,MATRIX,"5-year Relative Trailing 12-Month Earnings-to-Price: current TTM EPS before extra items-to-price minus the 60-month average, scaled by standard deviation",0.7823,122,48
model77,mdl177_2_5yearrelativevaluefactor_rel5yfcfp,MATRIX,"5-year Relative Trailing 12-Month Free Cash Flow-to-Price: current TTM free cash flow-to-price minus the 60-month average, scaled by standard deviation",0.7925,75,64
model77,mdl177_2_5yearrelativevaluefactor_rel5yfwdep,MATRIX,"5-year Relative Leading 12-Month Earnings Yield: next 4-quarter consensus analyst earnings-to-price ratio minus the 60-month average, scaled by the standard deviation",0.8515,3412,1142
model77,mdl177_2_5yearrelativevaluefactor_rel5yocfp,MATRIX,"5-year Relative Trailing 12-Month Operating Cash Flow-to-Price: current TTM operating cash flow-to-price minus the 60-month average, scaled by standard deviation",0.7927,128,101
model77,mdl177_2_5yearrelativevaluefactor_rel5ysp,MATRIX,"5-year Relative Trailing 12-Month Sales-to-Price: current TTM sales-to-price minus the 60-month average, scaled by standard deviation",0.782,168,133
model77,mdl177_2_deepvaluefactor_acqmul,MATRIX,Most recent invested capital divided by trailing 12-month EBITDA,0.8055,32,24
model77,mdl177_2_deepvaluefactor_bp,MATRIX,Book value per share divided by month-end trading price (book-to-market ratio),1.0,239,137
model77,mdl177_2_deepvaluefactor_cashp,MATRIX,Most recently reported cash and equivalents per share divided by trading price,0.9104,221,63
model77,mdl177_2_deepvaluefactor_cashsev,MATRIX,Cash and equivalents divided by enterprise value,0.9092,150,71
model77,mdl177_2_deepvaluefactor_coreepsp,MATRIX,Trailing 12-month core earnings per share from operations (excludes special items) divided by trading price,1.0,135,55
model77,mdl177_2_deepvaluefactor_curep,MATRIX,"Current Earnings Yield (sum of recent 3 quarters EPS and analyst estimates, divided by price)",0.9442,1285,491
model77,mdl177_2_deepvaluefactor_divyield,MATRIX,Trailing 12-month dividends per share divided by month-end trading price (dividend yield),0.9871,102,47
model77,mdl177_2_deepvaluefactor_ebitdaev,MATRIX,Trailing 12-month EBITDA divided by enterprise value,0.9744,214,83
model77,mdl177_2_deepvaluefactor_ebitdap,MATRIX,Trailing 12-month EBITDA per share divided by month-end trading price,0.9766,130,61
model77,mdl177_2_deepvaluefactor_ebop,MATRIX,Edwards–Bell–Ohlson value-to-price ratio,0.8786,204,130
model77,mdl177_2_deepvaluefactor_estep,MATRIX,Forward 12-month median earnings-to-price (earnings yield),0.9722,681,333
model77,mdl177_2_deepvaluefactor_f12mepssev,MATRIX,Forward 12-month earnings per share divided by enterprise value,0.9626,478,195
model77,mdl177_2_deepvaluefactor_fcfp,MATRIX,Leading 12-Month Median Earnings Yield,0.9521,1114,415
model77,mdl177_2_deepvaluefactor_fwdep,MATRIX,Forward 12-month earnings-to-price ratio (mean consensus EPS divided by trading price),0.9709,541,291
model77,mdl177_2_deepvaluefactor_indidivy,MATRIX,Indicated dividend yield,1.0,195,100
model77,mdl177_2_deepvaluefactor_navp,MATRIX,Most recent net asset value per share divided by price,1.0,171,86
model77,mdl177_2_deepvaluefactor_nnastp,MATRIX,Net current assets per share (current assets minus total liabilities) divided by trading price,0.8218,100,59
model77,mdl177_2_deepvaluefactor_past,MATRIX,Price-to-total assets ratio (month-end trading price divided by total assets per share),1.0,92,50
model77,mdl177_2_deepvaluefactor_pdy,MATRIX,Indicated dividend yield,0.6913,600,354
model77,mdl177_2_deepvaluefactor_proformaep,MATRIX,Trailing 12-month pro forma earnings-to-price (excludes special items),0.931,236,134
model77,mdl177_2_deepvaluefactor_ttmcapexp,MATRIX,Trailing 12-month capital expenditures per share divided by trading price,0.9911,90,53
model77,mdl177_2_deepvaluefactor_ttmcfp,MATRIX,Trailing 12-month cash flow (net income plus depreciation) per share divided by trading price,0.9783,94,46
model77,mdl177_2_deepvaluefactor_ttmepa,MATRIX,Trailing 12-month earnings per share after special items divided by trading price,1.0,135,56
model77,mdl177_2_deepvaluefactor_ttmepb,MATRIX,Trailing 12-month earnings per share before non-recurring items divided by trading price,1.0,139,53
model77,mdl177_2_deepvaluefactor_ttmfcfev,MATRIX,Trailing 12-month free cash flow divided by enterprise value,0.9955,307,130
model77,mdl177_2_deepvaluefactor_ttmfcfp,MATRIX,Trailing 12-month free cash flow per share divided by month-end trading price (operating cash flow minus capital expenditures and cash dividends),1.0,325,149
model77,mdl177_2_deepvaluefactor_ttmgfp,MATRIX,Trailing 12-month growth flow-to-price (GAAP earnings plus R&D) per share divided by trading price,1.0,122,48
model77,mdl177_2_deepvaluefactor_ttmocfp,MATRIX,Trailing 12-month operating cash flow per share divided by trading price,1.0,374,225
model77,mdl177_2_deepvaluefactor_ttmpiqp,MATRIX,Trailing 12-month pretax income per share (operating plus nonoperating) divided by trading price,1.0,68,39
model77,mdl177_2_deepvaluefactor_ttmsaleev,MATRIX,Trailing 12-month sales divided by enterprise value,1.0,80,48
model77,mdl177_2_deepvaluefactor_ttmsp,MATRIX,Trailing 12-month sales per share divided by month-end trading price,1.0,99,71
model77,mdl177_2_deepvaluemodel2_dv_currroe,MATRIX,"Current return on equity for the stock, computed as net income divided by shareholders’ equity for the most recent reporting period",0.9948,183,73
model77,mdl177_2_deepvaluemodel_chgshare,MATRIX,Percent change in a company's shares outstanding compared to one year ago,0.9915,49,42
model77,mdl177_2_deepvaluemodel_dv_yoychgat,MATRIX,Year-over-year change in asset turnover; measures the difference in a company's asset turnover ratio compared to one year ago,0.9304,55,31
model77,mdl177_2_deepvaluemodel_dvm_composite,MATRIX,Composite deep value score for the stock; an integrated model-based measure aggregating multiple deep value signals,0.9917,68,46
model77,mdl177_2_deepvaluemodel_indidivy,MATRIX,Indicated dividend yield; the projected annual dividend divided by current stock price,1.0,184,57
model77,mdl177_2_deepvaluemodel_ttmfcfev,MATRIX,Trailing twelve month free cash flow to enterprise value ratio; reflects free cash flow over the past year relative to enterprise value,0.9575,106,55
model77,mdl177_2_earningmomentumfactor400_chg6mltg,MATRIX,Percent change in consensus long-term earnings growth forecast compared to 6 months ago,0.7375,28,19
model77,mdl177_2_earningmomentumfactor400_cvfy1eps,MATRIX,Coefficient of variance (dispersion) in FY1 EPS consensus estimates,0.9341,85,33
model77,mdl177_2_earningmomentumfactor400_cvfy2eps,MATRIX,"Dispersion of fiscal year 2 EPS analyst forecasts, measured as the standard deviation divided by the mean",0.9329,121,45
model77,mdl177_2_earningmomentumfactor400_dypeg,MATRIX,"Reciprocal of the dividend yield–adjusted PEG ratio, a valuation metric",0.7205,99,45
model77,mdl177_2_earningmomentumfactor400_egp,MATRIX,"Inverse of PEG Ratio, calculated as next 4-quarter's earnings estimate times long-term growth rate scaled by price",0.7213,31,19
model77,mdl177_2_earningmomentumfactor400_epsrm,MATRIX,"Magnitude of the 3-month change in median FY1 consensus EPS estimate, scaled",0.7929,86,36
model77,mdl177_2_earningmomentumfactor400_fcfroey1p,MATRIX,Product of trailing 12-month free cash flow yield and forward return on equity,0.9462,102,47
model77,mdl177_2_earningmomentumfactor400_fqsurstd,MATRIX,Most recent standardized earnings surprise,0.8906,107,53
model77,mdl177_2_earningmomentumfactor400_fy1epsskew,MATRIX,Skewness of the distribution of leading 12-month EPS consensus estimates,0.925,46,30
model77,mdl177_2_earningmomentumfactor400_hlep,MATRIX,"Street revision confidence: sum of changes in highest and lowest FY1 earnings estimates over 3 months, scaled",0.9718,56,31
model77,mdl177_2_earningmomentumfactor400_lagegp,MATRIX,"Lagged Inverse of PEG Ratio : It is defined as the trailing 12-month earnings per share before extraordinary items times the change in yearly trailing 12-month sales per share growth rate, divided by trading price.",0.797,53,25
model77,mdl177_2_earningmomentumfactor400_ltg,MATRIX,Consensus long-term expected annual earnings growth rate,0.8286,39,27
model77,mdl177_2_earningmomentumfactor400_numrevq1,MATRIX,Net number of upward minus downward revisions for fiscal quarter 1 EPS forecasts,0.9711,163,58
model77,mdl177_2_earningmomentumfactor400_numrevy1,MATRIX,Net number of upward minus downward revisions in FY1 EPS forecasts,0.9825,109,71
model77,mdl177_2_earningmomentumfactor400_perg,MATRIX,"Risk-adjusted PEG ratio: price divided by next year’s EPS forecast, scaled by average long-term growth and multiplied by 36-month beta",0.7188,163,57
model77,mdl177_2_earningmomentumfactor400_q1aepsg,MATRIX,EPS growth estimate for next fiscal quarter,0.9172,473,173
model77,mdl177_2_earningmomentumfactor400_qepsferr,MATRIX,Forecast error for the prior fiscal quarter’s EPS estimates,0.9074,283,147
model77,mdl177_2_earningmomentumfactor400_ratrev6m,MATRIX,Average change in analyst recommendation (street rating) over previous 6 months,0.9576,64,44
model77,mdl177_2_earningmomentumfactor400_rev1q1,MATRIX,Change in fiscal quarter 1 EPS forecast compared to the prior period,0.9717,134,81
model77,mdl177_2_earningmomentumfactor400_rev3y1,MATRIX,3-month change in FY1 EPS forecast,0.9772,42,29
model77,mdl177_2_earningmomentumfactor400_rev3y2,MATRIX,3-month change in FY2 EPS forecast,0.9748,40,30
model77,mdl177_2_earningmomentumfactor400_rev6,MATRIX,Averaged revision in consensus FY1 EPS estimates over the last 6 months,0.9588,91,45
model77,mdl177_2_earningmomentumfactor400_salesurp,MATRIX,"Sales Surprise, indicating the difference between reported and expected sales",0.8636,175,77
model77,mdl177_2_earningmomentumfactor400_stdevfy1epsp,MATRIX,Standard deviation of FY1 EPS estimates scaled by price,0.9493,73,33
model77,mdl177_2_earningmomentumfactor400_stdevfy2epsp,MATRIX,Standard deviation of FY2 EPS estimates scaled by price,0.9486,128,92
model77,mdl177_2_earningmomentumfactor400_stockrating,MATRIX,Consensus analyst recommendation for the company,0.9887,101,39
model77,mdl177_2_earningmomentumfactor400_sucf,MATRIX,Standardized Unexpected Cash Flow,0.8658,46,22
model77,mdl177_2_earningmomentumfactor400_sue,MATRIX,"Standardized Unexpected Earnings, representing the earnings surprise relative to analyst expectations in standardized form",0.8938,71,39
model77,mdl177_2_earningmomentumfactor400_surp,MATRIX,"Earnings surprise: actual EPS minus forecast, scaled by price at quarter end",0.9467,305,189
model77,mdl177_2_earningmomentumfactor400_y1aepsg,MATRIX,EPS growth estimate for next fiscal year,0.8995,58,37
model77,mdl177_2_earningmomentumfactor400_y2aepsg,MATRIX,EPS growth estimate for two years ahead,0.9891,112,47
model77,mdl177_2_earningmomentumfactor400_y2repsg,MATRIX,Projected EPS growth over two years,0.9532,118,69
model77,mdl177_2_earningmomentumfactor400_y3sur,MATRIX,Volatility-adjusted projected EPS growth over the next 3 years,0.7864,11,11
model77,mdl177_2_earningsqualityfactor_chgsgasale,MATRIX,Difference between the yearly change in quarterly SG&A expenses and the yearly change in quarterly sales,0.8628,50,32
model77,mdl177_2_earningsqualityfactor_chgshare,MATRIX,Percent change in number of outstanding shares compared to one year ago,0.9912,130,80
model77,mdl177_2_earningsqualityfactor_cogsinvt,MATRIX,Absolute value of the difference between yearly percent change in trailing 12-month cost of goods sold and yearly percent change in inventory level,0.5698,21,14
model77,mdl177_2_earningsqualityfactor_dpcapex,MATRIX,Absolute value of the difference between yearly percent change in trailing 12-month depreciation expense and yearly percent change in trailing 12-month capital expenditure,0.9268,188,43
model77,mdl177_2_earningsqualityfactor_epschgetr,MATRIX,Trailing 12-month pre-tax income per share times the difference between current and prior year effective tax rates (tax expense divided by pre-tax income),0.838,20,11
model77,mdl177_2_earningsqualityfactor_erc,MATRIX,Earnings Response Coefficient,0.8387,29,25
model77,mdl177_2_earningsqualityfactor_indrelrecd_,MATRIX,"A stock’s asset-adjusted annual doubtful receivables minus the industry average, deflated by standard deviation of industry receivables",0.5459,13,9
model77,mdl177_2_earningsqualityfactor_ncfeps,MATRIX,Absolute value of the difference between the yearly percent change in trailing 12-month operating cash flow per share and the yearly percent change in trailing 12-month diluted EPS before extraordinary items,0.737,33,15
model77,mdl177_2_earningsqualityfactor_opincltd,MATRIX,Difference between the yearly percent change in operating income and the yearly percent change in long-term debt,0.7483,26,21
model77,mdl177_2_earningsqualityfactor_saleeps,MATRIX,Absolute value of the difference between the yearly percent change in trailing 12-month sales per share and the yearly percent change in trailing 12-month diluted earnings per share before extraordinary items,0.7364,44,21
model77,mdl177_2_earningsqualityfactor_salegpm,MATRIX,Difference between the yearly change in the most recent reported quarterly sales and the yearly change in quarterly gross profit margin,0.8465,26,21
model77,mdl177_2_earningsqualityfactor_salerec,MATRIX,Difference between the yearly percent change in trailing 12-month sales and the yearly percent change in accounts receivable,0.8475,319,120
model77,mdl177_2_earningsqualityfactor_ttmaccu,MATRIX,"Difference between trailing 12-month net income and trailing 12-month operating cash flow, scaled by beginning total assets",1.0,250,88
model77,mdl177_2_earningsqualityfactor_uaccl,MATRIX,"Difference between current accrued liabilities and expected levels, scaled by total assets",0.6053,33,25
model77,mdl177_2_earningsqualityfactor_uap,MATRIX,"Difference between current accounts payable and expected level (prior year's balance multiplied by COGS growth in trailing 12 months), scaled by total assets",0.7347,1273,294
model77,mdl177_2_earningsqualityfactor_uar,MATRIX,"Difference between current accounts receivable and expected level (prior year's balance multiplied by sales growth in trailing 12 months), scaled by total assets",0.8631,122,59
model77,mdl177_2_earningsqualityfactor_udep,MATRIX,"Difference between trailing 12-month depreciation expenses and expected depreciation expenses (prior year’s balance multiplied by growth in total fixed assets), scaled by total assets",0.9465,132,60
model77,mdl177_2_earningsqualityfactor_uinv,MATRIX,"Difference between current inventory level and expected inventory level, likely scaled by assets",0.7656,88,33
model77,mdl177_2_earningsqualityfactor_wcacc,MATRIX,"Sum of changes in receivables, inventory, payables, taxes, assets, and liabilities to measure working capital accruals",0.905,242,44
model77,mdl177_2_earningsqualityfactor_yoychgaa,MATRIX,"Trailing 12-month income before extra items less trailing 12-month operating cash flow, scaled by average total assets, minus same metric one year ago",0.9962,93,33
model77,mdl177_2_garpanalystmodel_qgp_alert,MATRIX,"Ranking indicator highlighting stocks that trigger specific GARP alert signals, possibly for rapid reassessment or attention",0.9898,127,47
model77,mdl177_2_garpanalystmodel_qgp_avgrating,MATRIX,"Average of analyst ratings for the stock, reflecting consensus analyst opinion",0.98,55,36
model77,mdl177_2_garpanalystmodel_qgp_capeff,MATRIX,"Measurement of how efficiently a company utilizes its capital/resources, ranked relative to peers",0.9658,1668,504
model77,mdl177_2_garpanalystmodel_qgp_chgvaluation,MATRIX,"Three-month change in valuation metrics, tracking how a stock's valuation measures have evolved over the past quarter",0.9308,30,18
model77,mdl177_2_garpanalystmodel_qgp_composite,MATRIX,Composite score aggregating multiple GARP-specific metrics to represent overall attractiveness based on GARP principles,0.9555,133,45
model77,mdl177_2_garpanalystmodel_qgp_growthval,MATRIX,"Valuation of a stock adjusted for its growth metrics, used within a GARP (Growth at a Reasonable Price) analyst framework",0.9931,58,33
model77,mdl177_2_garpanalystmodel_qgp_relgrowth,MATRIX,"Rank comparing a stock’s growth metrics to its peers, emphasizing relative growth within its universe",0.905,298,233
model77,mdl177_2_garpanalystmodel_qgp_relpegy,MATRIX,"A rolling ranking of stocks combining their PEGY (Price/Earnings-to-Growth-and-Yield) ratio over a set period, representing value adjusted for growth and yield relative to peers",0.6697,89,51
model77,mdl177_2_garpanalystmodel_qgp_roefcf,MATRIX,Combined rank measuring both Return on Equity and Free Cash Flow to capture quality and profitability,0.9059,337,178
model77,mdl177_2_garpanalystmodel_qgp_valuation,MATRIX,"Ranking of a stock's valuation according to GARP analyst metrics, possibly considering price-to-earnings, price-to-book, etc.",0.9655,176,96
model77,mdl177_2_garpanalystmodel_qgp_vfpriceratio,MATRIX,"Ranking based on the ratio of intrinsic (fundamental, value-based) valuation to market price, indicating relative under/overvaluation",0.9546,1182,512
model77,mdl177_2_garpanalystmodel_qgp_wratingchg,MATRIX,"Six-month weighted change in analyst ratings, capturing recent shifts in analyst opinion",0.9633,75,28
model77,mdl177_2_garpmodel_gpm_composite,MATRIX,GPM Composite Model,1.0,144,39
model77,mdl177_2_globaldevnorthamerica_v502_aci,MATRIX,Abnormal Capital Investment: measures the change in a firm's recent 12-month capital investment intensity compared to its average prior 3-year investment intensity,0.5497,6,4
model77,mdl177_2_globaldevnorthamerica_v502_acp,MATRIX,"Average Collection Period: average of trailing 12-month accounts receivable times 365 divided by trailing 12-month sales, indicating how long it takes for a company to collect payments",0.5345,4,4
