dataset,field_id,type,description,coverage,alphaCount,userCount
news12,annual_dividend_yield_pct,VECTOR,Dividend yield percentage for the stock in After Hours Day 1,0.4327,0,0
news12,annual_dividend_yield_pct_2,VECTOR,"Dividend yield ratio (annual dividend divided by stock price, in percentage)",0.4327,0,0
news12,annual_dividend_yield_percent,VECTOR,Dividend yield percentage for the security on the session day,0.4315,0,0
news12,annual_dividend_yield_percent_2,VECTOR,Dividend yield percentage for the stock on the event day during pre-market session,0.4315,0,0
news12,annual_dividend_yield_percent_3,VECTOR,Dividend yield percentage for the stock during the session,0.4847,0,0
news12,average_true_range_14_1555,VECTOR,"Fourteen-day Average True Range, a volatility measure",1.0,1,1
news12,average_true_range_14d,VECTOR,"14-period Average True Range (ATR) for the security on the event day, representing recent volatility, in the ""All"" session",1.0,1,1
news12,average_true_range_14day,VECTOR,Fourteen day Average True Range,0.958,0,0
news12,average_true_range_14day_3,VECTOR,Fourteen day Average True Range,0.958,0,0
news12,average_true_range_14day_filter,VECTOR,"The average true range of the stock over the past fourteen days, measuring volatility",0.9638,0,0
news12,average_true_range_fourteen_periods,VECTOR,Average True Range over the past 14 days for the security,1.0,1,1
news12,best_position_indicator,VECTOR,Long/Short indicator or signal for day 1 in 'All Filter' module,1.0,10,5
news12,closing_session_volume_count,VECTOR,Trading volume at main session close,0.3532,0,0
news12,closing_volume,VECTOR,Trading volume at the close of the main session,0.9488,5,2
news12,current_day_traded_volume,VECTOR,Current day's session trading volume,0.9677,4,4
news12,current_day_trading_volume,VECTOR,Total trading volume during the current after-hours session on Day 1,0.9677,3,3
news12,current_day_trading_volume_2,VECTOR,Current trading volume in filter module on Day 1,1.0,13,12
news12,current_day_volume,VECTOR,"Current trade volume for the security at the time of record/event within event day (D1), ""All"" session",1.0,9,9
news12,current_day_volume_2_1555,VECTOR,Current session trading volume,1.0,10,10
news12,current_to_average_volume_ratio,VECTOR,Current session's volume divided by movement volume (Curr_Vol / Mov_Vol),0.966,0,0
news12,current_to_average_volume_ratio_2,VECTOR,Trading volume ratio (vs. prior period) for day 1 in 'All Filter',1.0,0,0
news12,current_to_moving_avg_vol_ratio,VECTOR,Ratio of current session volume to 30-day moving average session volume (Curr_Vol / Mov_Vol),0.966,2,2
news12,current_to_moving_avg_volume_ratio,VECTOR,"Current volume divided by movement volume, indicating volume compared to normal movement",1.0,2,2
news12,current_to_moving_volume_ratio,VECTOR,Current volume divided by moving average volume (Curr_Vol / Mov_Vol),0.9524,0,0
news12,current_to_moving_volume_ratio_2_1555,VECTOR,Ratio of current volume to moving volume; measures relative trading activity,1.0,1,1
news12,current_trading_volume_2,VECTOR,Current day's session total trading volume,0.9449,0,0
news12,current_trading_volume_count,VECTOR,Total trading volume for the current day's session,1.0,10,8
news12,current_trading_volume_pre,VECTOR,Current day's session trading volume,0.9449,2,2
news12,end_of_day_closing_price,VECTOR,End of Day closing price for day 1 in 'All Filter',1.0,0,0
news12,end_of_day_high_price,VECTOR,Highest price reached from time of news to session end,1.0,1,1
news12,end_of_day_high_price_2,VECTOR,End-of-day highest trading price for filter module on Day 1,1.0,1,1
news12,end_of_day_low_price,VECTOR,Lowest price from time of news to end of the session,1.0,0,0
news12,end_of_day_vwap_2,VECTOR,End of Day Volume-Weighted Average Price for all events on Day 1,1.0,0,0
news12,end_of_day_vwap_3,VECTOR,End of Day Volume Weighted Average Price for day 1 in 'All Filter' module,1.0,0,0
news12,end_of_session_close_price,VECTOR,End of Day closing price for the security on Day 1,1.0,0,0
news12,end_of_session_high_price,VECTOR,End of Day high price for the security on Day 1,1.0,0,0
news12,end_of_session_low_price,VECTOR,End of Day low price for the security on Day 1,1.0,0,0
news12,end_of_session_trading_volume,VECTOR,Trading volume at market close in the session,1.0,0,0
news12,fifth_minimum_gain_loss_time,VECTOR,The minimum elapsed time among upward or downward moves (L or S) for the 5 minute bucket after the event in the pre-market session,0.4072,0,0
news12,first_minimum_gain_loss_time,VECTOR,The minimum elapsed time among upward or downward moves (L or S) for the 1 minute bucket after the event in the pre-market session,0.7532,2,2
news12,first_result_value_pre,VECTOR,First result or outcome value for the pre-market session.,0.9449,1,1
news12,five_minute_price_change_pct,VECTOR,Analytics or data aggregated into 5-minute intervals during the session,0.7412,0,0
news12,five_minute_price_change_pct_2,VECTOR,Percent change in price during the first five minutes after event.,0.5851,0,0
news12,five_minute_price_change_pct_3,VECTOR,Percent price change in the first five minutes after the event.,1.0,0,0
news12,five_minute_price_change_pct_all,VECTOR,Percent price change in the first five minutes after the event (all sessions).,0.9914,0,0
news12,five_minute_price_change_pct_pre,VECTOR,"Return, price, or analytic data for the 5 minutes after the news event",0.7412,0,0
news12,five_minute_price_change_percent,VECTOR,Return or price metric over 5-minute interval after the news event,1.0,0,0
news12,fourteen_period_atr_all,VECTOR,14-period Average True Range (volatility measure) for day 1 in 'All Filter' module,1.0,0,0
news12,fourteen_period_avg_true_range,VECTOR,Fourteen day Average True Range,1.0,2,2
news12,high_price_deviation_std_1555,VECTOR,(EODHigh - TONLast) divided by the standard deviation of close price over the past 30 days,1.0,0,0
news12,high_price_excursion_stddev,VECTOR,"High price deviation from mean, measured in standard deviations.",1.0,0,0
news12,high_price_excursion_stddev_pre,VECTOR,(EODHigh minus TONLast) divided by the standard deviation of closing price over the previous 30 calendar days for the pre-market session,0.9372,0,0
news12,high_price_standard_deviation_excess,VECTOR,(EODHigh - TONLast) divided by standard deviation of close price over last 30 calendar days,1.0,1,1
news12,high_price_standard_deviation_excess_afterhours,VECTOR,"(EODHigh - TONLast)/StdDev, quantifies how far the end-of-day high price exceeded the time-of-news last price, normalized by 30-day close price standard deviation",0.869,3,3
news12,highest_price_pre_news,VECTOR,"Highest price or value reached during the ""TON"" (Time of News) window on the event day, ""All"" session",1.0,2,2
news12,highest_price_pre_news_2,VECTOR,Highest price reached during the session before the time of news,0.9449,0,0
news12,highest_price_pre_news_2_1555,VECTOR,Highest price achieved during the session before the time of news,1.0,0,0
news12,hundredtwenty_minute_price_change_pct,VECTOR,Percent change in price during the first 120 minutes after event.,0.7514,4,4
news12,hundredtwenty_minute_price_change_pct_pre,VECTOR,"Return, price, or analytic data for the 120 minutes after the news event",0.8407,0,0
news12,long_short_advantage_flag,VECTOR,"Indicator if long or short position would have been more profitable: 1 for long, -1 for short, 0 for equal",0.8727,17,15
news12,long_short_advantage_flag_2,VECTOR,Indicator of whether a long or short position would have been more advantageous based on end-of-day price movements,0.9427,0,0
news12,long_short_advantage_flag_2_1555,VECTOR,"Indicator if long (1), neutral (0), or short (-1) position would have been more advantageous based on end-of-day highs and lows",1.0,0,0
news12,long_short_advantage_flag_filter,VECTOR,"Long/Short indicator showing if a long (1), short (-1), or neutral (0) position would have been most advantageous based on price movement",0.8727,18,17
news12,low_price_deviation_std_1555,VECTOR,(TONLast - EODLow) divided by standard deviation of close price over past 30 days,1.0,0,0
news12,low_price_excess_standard_deviation,VECTOR,(TONLast minus EODLow) divided by the standard deviation of closing price over the previous 30 calendar days for the pre-market session,0.9372,0,0
news12,low_price_excursion_stddev,VECTOR,Standard deviation of low excursion (downward price moves) during or after the event,1.0,0,0
news12,low_price_standard_deviation_excess,VECTOR,(TONLast - EODLow) divided by standard deviation of close price over last 30 calendar days,1.0,0,0
news12,low_price_standard_deviation_excess_afterhours,VECTOR,"(TONLast - EODLow)/StdDev, quantifies how far the time-of-news last price exceeded the end-of-day low price, normalized by 30-day close price standard deviation",0.869,0,0
news12,lowest_price_before_event,VECTOR,Lowest price before the time of the event.,1.0,1,1
news12,lowest_price_pre_news,VECTOR,Lowest price in the Time-Of-News window for the stock on Day 1,1.0,3,2
news12,lowest_price_pre_news_3,VECTOR,Lowest price reached during the session before the time of news,0.9449,0,0
news12,lowest_price_pre_news_3_1555,VECTOR,Lowest price reached during session before the time of news event,1.0,0,0
news12,lowest_price_pre_news_filter,VECTOR,Lowest price reached during the session before time of news,0.9677,0,0
news12,lowest_price_to_session_end,VECTOR,End of Day Low Price for day 1 in 'All Filter' module,1.0,2,2
news12,main_actual_earnings_per_share_value,VECTOR,The actual Earnings Per Share value that was conveyed by the news release,0.8928,2,2
news12,main_current_trading_volume,VECTOR,Total trading volume during the current day/session,1.0,4,4
news12,main_end_of_day_close_price,VECTOR,Session closing price (end of day close),1.0,0,0
news12,main_end_of_day_high_price,VECTOR,Highest price reached between the time of news and end of the session,1.0,0,0
news12,main_end_of_day_vwap,VECTOR,Volume weighted average price from event time to session end,1.0,0,0
news12,main_high_price_pre_news,VECTOR,Highest price reached during the session before the time of news,1.0,0,0
news12,main_market_equity_value,VECTOR,Market capitalization for the company at that session,1.0,0,0
news12,main_min_minutes_to_four_pct_move,VECTOR,The minimum of L or S above for each minute bucket,0.6318,2,1
news12,main_min_minutes_to_one_pct_move,VECTOR,The minimum of L or S above for each minute bucket,1.0,0,0
news12,main_min_minutes_to_three_pct_move,VECTOR,The minimum of L or S above for each minute bucket,0.7904,0,0
news12,main_min_minutes_to_two_pct_move,VECTOR,Minimum of L or S for each minute bucket (lowest threshold crossed in terms of price move per minute),0.9433,0,0
news12,main_minutes_to_five_pct_up_move,VECTOR,Number of minutes until price increases by 5 percent after the news event,0.3631,0,0
news12,main_minutes_to_four_pct_down_move,VECTOR,Number of minutes elapsed before price decreased by 4%,0.4876,0,0
news12,main_minutes_to_four_pct_up_move,VECTOR,Number of minutes that elapsed before price went up 4 percentage points,0.4876,0,0
news12,main_minutes_to_one_pct_down_move,VECTOR,Number of minutes that elapsed before price went down 1 percentage point,0.9996,0,0
news12,main_minutes_to_two_pct_up_move,VECTOR,Number of minutes that elapsed before price went up 2 percentage points,0.8525,1,1
news12,main_opening_gap_percent,VECTOR,"(DayOpen  PrevClose) / PrevClose, percent price gap at open",1.0,1,1
news12,main_opening_trading_volume,VECTOR,Main session open volume (trade volume at open time),0.3551,0,0
news12,main_pct_change_one_twenty_minute_post_news,VECTOR,Percent price change in the first 120 minutes of the main session after news.,1.0,0,0
news12,main_pct_change_sixty_minute_post_news,VECTOR,Percent price change in the first sixty minutes of the main session after news.,1.0,0,0
news12,main_pct_change_ten_minute_post_news,VECTOR,Percent price change in the first ten minutes of the main session after news.,1.0,0,0
news12,main_pct_change_thirty_minute_post_news,VECTOR,Percent price change in the first thirty minutes of the main session after news.,1.0,0,0
news12,main_post_session_vwap,VECTOR,Volume weighted average price for the post-session or period after the event,0.3445,0,0
news12,main_price_at_news_time,VECTOR,Price at the time of news,1.0,0,0
news12,main_price_range_deviation_std,VECTOR,"Z-score of daily price range, based on mean and standard deviation over past 30 days",1.0,1,1
news12,main_session_closing_price,VECTOR,Closing price at end of session,1.0,0,0
news12,main_session_low_after_news,VECTOR,Lowest price reached from time of news through the end of main session,1.0,0,0
news12,main_session_market_cap,VECTOR,Market capitalization for the reporting/session day,1.0,0,0
news12,main_session_minutes_to_five_pct_increase,VECTOR,Number of minutes until price rose 5 percent after event,0.3625,0,0
news12,main_session_minutes_to_one_pct_decline,VECTOR,Number of minutes that elapsed before price went down 1 percentage point,0.9977,0,0
news12,main_session_news_time_price,VECTOR,Price at the time of news release,1.0,0,0
news12,main_session_ninety_minute_change_pct,VECTOR,Percent price change in the first ninety minutes after news in the main session.,1.0,0,0
news12,main_session_performance_vs_benchmark,VECTOR,Performance metric comparing stock move versus S&P 500 index,1.0,0,0
news12,main_session_price_range,VECTOR,Percentage range: (session high - session low) / session low price,1.0,0,0
news12,main_session_range_to_atr_ratio,VECTOR,"Ratio of current price movement against 14-day average true range, a measure of relative volatility",1.0,3,2
news12,main_session_thirty_minute_change_pct,VECTOR,Percent price change in the first thirty minutes after news in the main session.,1.0,0,0
news12,main_session_volume_ratio,VECTOR,Current volume divided by 30-day moving average session volume,1.0,1,1
news12,main_session_volume_stddev,VECTOR,Standardized anomaly of current trading volume relative to past 30-day volume mean and standard deviation,1.0,0,0
news12,main_session_volume_weighted_average_price,VECTOR,Main session Volume Weighted Average Price,1.0,0,0
news12,main_session_vwap_2,VECTOR,Main session volume-weighted average price for Day 1,1.0,0,0
news12,main_session_vwap_from_news,VECTOR,Volume weighted average price from time of news to session end,1.0,0,0
news12,main_session_vwap_pre,VECTOR,Volume-weighted average price for trades in the main market session,0.9488,0,0
news12,main_session_vwap_pre_filter,VECTOR,Volume-weighted average price for the main market session,0.9488,0,0
news12,main_share_price_to_earnings_ratio,VECTOR,Price-to-Earnings Ratio for the stock on the session’s calendar day,0.7698,1,1
news12,main_trading_volume_deviation_std,VECTOR,"(CurrentVolume - AvgVol)/VolStDev, standardized volume deviation over trailing 30 days",1.0,0,0
news12,market_equity_value_1555,VECTOR,Market capitalization for the calendar day/session,1.0,0,0
news12,max_downward_price_move,VECTOR,"Maximum downward price movement (absolute amount) from the time of event/news until end of event day (D1), for the ""All"" session",1.0,1,1
news12,max_downward_price_move_amt,VECTOR,Difference between price at news time and session low price after the news,0.8727,0,0
news12,max_downward_price_move_pct,VECTOR,Percent change from price at news time to session low after the news,0.8727,0,0
news12,max_pct_decrease_post_news,VECTOR,Maximum downward price movement (absolute value) after the event within the session,1.0,0,0
news12,max_pct_increase_post_news,VECTOR,Maximum absolute upward price movement following the news/event during Day 1,1.0,0,0
news12,max_upward_price_move,VECTOR,Maximum upward price movement (absolute value) after the event within the session,1.0,1,1
news12,max_upward_price_move_pct,VECTOR,Percent change from price at the time of the news to session high after the news,0.8727,1,1
news12,maximum_downward_amount_pre,VECTOR,Difference between the price at the time of the news and the lowest price after the news,0.9427,0,0
news12,maximum_downward_movement_amount,VECTOR,Difference between price at time of news and lowest price after news,1.0,1,1
news12,maximum_downward_movement_percent,VECTOR,Lowest percent drop from time of news to post-news session low,1.0,0,0
news12,maximum_downward_percent_change_1555,VECTOR,Percent change from the news time price to the lowest price reached after the news,1.0,0,0
news12,maximum_downward_percent_pre,VECTOR,Percent change from the price at the time of the news to the lowest price after the news,0.9427,0,0
news12,maximum_downward_price_movement_1555,VECTOR,Difference between the price at the time of the news and the lowest price after the news,1.0,0,0
news12,maximum_upward_amount_pre,VECTOR,Difference between the highest price after the news and the price at the time of the news,0.9427,0,0
news12,maximum_upward_movement_amount,VECTOR,"Maximum upward price movement after the news event, specifically calculated as the highest price after news minus the price at the time of the news",1.0,0,0
news12,maximum_upward_movement_percent,VECTOR,Highest percent gain from time of news to post-news session high,1.0,0,0
news12,maximum_upward_percent_change_1555,VECTOR,Percent change from the news time price to the highest price reached after the news,1.0,0,0
news12,maximum_upward_percent_pre,VECTOR,Percent change from the price at the time of the news to the highest price after the news,0.9427,0,0
news12,maximum_upward_price_movement_1555,VECTOR,"Maximum price increase after the news, calculated as post-news high minus price at news time",1.0,0,0
news12,min_minutes_to_10pct_move,VECTOR,10th percentile value for the selected analytic metric within the session,0.3027,1,1
news12,min_minutes_to_1pct_move,VECTOR,"Value at the first percentile (1st percentile) of a distribution (could be price move, volume, etc.) for event day in the ""All"" session",1.0,4,3
news12,min_minutes_to_2pct_move,VECTOR,Minimum minutes to reach a 2 percent price move after news.,0.9553,3,1
news12,min_minutes_to_2pct_move_filter,VECTOR,"Minimum number of minutes taken for price to reach either an upward or downward threshold, per minute bucket",0.5291,1,1
news12,min_minutes_to_3pct_move,VECTOR,Minimum minutes to reach a 3 percent price move after news.,0.8703,5,4
news12,min_minutes_to_3pct_move_2,VECTOR,The minimum elapsed minute value among L or S signals for each minute bucket in After Hours Day 1,0.4401,0,0
news12,min_minutes_to_4pct_move,VECTOR,Minimum minutes to reach a 4 percent price move after news.,0.773,0,0
news12,min_minutes_to_5pct_move,VECTOR,5th percentile value for the selected analytic metric within the session,0.6675,0,0
news12,min_minutes_to_75pct_move,VECTOR,"75th percentile value for the security price or metric, Day 1",0.4502,0,0
news12,min_minutes_to_five_pct_move,VECTOR,"Minimum value of L or S for each minute bucket at 5th minute (or 5% move threshold, depending on data context)",0.4072,1,1
news12,min_minutes_to_five_pct_move_2_1555,VECTOR,Minimum minutes needed to reach up/down threshold for each minute bucket,0.8498,0,0
news12,min_minutes_to_five_percent_move,VECTOR,The minimum of L or S above for each minute bucket,0.4951,0,0
news12,min_minutes_to_five_percent_move_all,VECTOR,5th percentile value or ranking in day 1 'All Filter',0.6675,0,0
news12,min_minutes_to_four_pct_move,VECTOR,Minimum minutes to either a four percent rise or fall in price.,0.4936,5,5
news12,min_minutes_to_four_pct_move_2_1555,VECTOR,The minimum of L or S above for each minute bucket,0.9186,0,0
news12,min_minutes_to_four_percent_move,VECTOR,Minimum minutes to reach a four percent price move.,0.773,0,0
news12,min_minutes_to_one_pct_move,VECTOR,The minimum elapsed time in minutes for price to move up or down 1 percentage point in each minute bucket,0.7532,1,1
news12,min_minutes_to_one_pct_move_2_1555,VECTOR,The minimum of L or S above for each minute bucket,1.0,1,1
news12,min_minutes_to_one_percent_move,VECTOR,"1st percentile value, indicating value below which 1% of observations fall in the session",1.0,1,1
news12,min_minutes_to_seventyfive_pct_move_2_1555,VECTOR,Minimum elapsed time in minutes to reach +75% or -75% price move (whichever comes first) in each minute bucket,0.6651,0,0
news12,min_minutes_to_seventyfive_percent_move,VECTOR,The minimum of L or S above for each minute bucket,0.2655,1,1
news12,min_minutes_to_seventyfive_percent_move_all,VECTOR,"75th percentile value, indicating value below which 75% of observations fall in the session",0.4502,0,0
news12,min_minutes_to_ten_pct_move_2_1555,VECTOR,Minimum elapsed time in minutes to reach +10% or -10% price move (whichever comes first) in each minute bucket,0.5025,0,0
news12,min_minutes_to_ten_percent_move,VECTOR,"10th percentile value, indicating the value below which 10% of observations fall in the session",0.3027,0,0
news12,min_minutes_to_three_pct_move,VECTOR,Minimum value of L or S for each minute bucket (i.e. quickest time to reach either up or down threshold),0.5801,0,0
news12,min_minutes_to_three_pct_move_2_1555,VECTOR,Minimum elapsed time in minutes to reach +3% or -3% price move (whichever comes first) in each minute bucket,0.9723,0,0
news12,min_minutes_to_three_percent_move,VECTOR,"3rd percentile value, indicating value below which 3% of observations fall in the session",0.8703,0,0
news12,min_minutes_to_twenty_pct_move_2_1555,VECTOR,Minimum elapsed time in minutes to reach +20% or -20% price move (whichever comes first) in each minute bucket,0.1599,2,2
news12,min_minutes_to_two_pct_move,VECTOR,Minimum minutes to either a two percent rise or fall in price.,0.6667,0,0
news12,min_minutes_to_two_pct_move_2_1555,VECTOR,Minimum elapsed time in minutes to reach +2% or -2% price move (whichever comes first) in each minute bucket,1.0,0,0
news12,min_minutes_to_two_percent_move,VECTOR,2nd percentile value or ranking in day 1 'All Filter',0.9553,0,0
news12,minimum_minutes_to_five_percent_move,VECTOR,"The minimum elapsed minutes for either an upward (L) or downward (S) price move in each minute bucket, likely at the 5th percentile or 5% threshold",0.4942,0,0
news12,minimum_minutes_to_five_percent_move_2,VECTOR,"Minimum number of minutes for price to move up or down, for each minute bucket, at 5th percentile threshold",0.289,0,0
news12,minimum_minutes_to_five_percent_move_afterhours,VECTOR,The minimum elapsed minute value among L or S signals for each minute bucket in After Hours Day 1,0.289,0,0
news12,minimum_minutes_to_four_percent_move,VECTOR,The minimum elapsed minutes for either an upward (L) or downward (S) price move in each minute bucket,0.6307,0,0
news12,minimum_minutes_to_four_percent_move_2,VECTOR,"Minimum number of minutes for price to move up or down, for each minute bucket, at 4th percentile threshold",0.3659,0,0
news12,minimum_minutes_to_four_percent_move_pre,VECTOR,The minimum elapsed time among upward or downward moves (L or S) for the 4 minute bucket after the event in the pre-market session,0.4936,8,7
news12,minimum_minutes_to_one_percent_move,VECTOR,"The minimum elapsed minutes for either an upward (L) or downward (S) price move in each minute bucket, likely at the 1st percentile",1.0,0,0
news12,minimum_minutes_to_one_percent_move_2,VECTOR,Minimum minutes before price moves by one percent in either direction.,0.6318,3,3
news12,minimum_minutes_to_one_percent_move_afterhours,VECTOR,The minimum elapsed minute value among L or S signals for each minute bucket in After Hours Day 1,0.6318,1,1
news12,minimum_minutes_to_seventy_five_percent_move,VECTOR,"The minimum elapsed minutes for either an upward (L) or downward (S) price move in each minute bucket, likely at the 75th percentile or 7.5% threshold",0.265,1,1
news12,minimum_minutes_to_three_percent_move,VECTOR,"The minimum elapsed time (in minutes) to either an upward or downward threshold move within 3 percent, computed per minute bucket",0.789,1,1
news12,minimum_minutes_to_three_percent_move_2,VECTOR,"Minimum number of minutes for price to move up or down, for each minute bucket, at 3rd percentile threshold",0.4401,2,2
news12,minimum_minutes_to_two_percent_move,VECTOR,"For each minute bucket, the minimum of the upward (L) or downward (S) threshold crossing times (i.e., fastest either direction move)",0.9416,0,0
news12,minutes_to_1pct_decline,VECTOR,Number of minutes before price decreased by 1 percent after news.,0.9759,0,0
news12,minutes_to_1pct_increase,VECTOR,"Analytics value at Level/Tier 1 (commonly primary price or volume level) during event day in the ""All"" session",0.9825,1,1
news12,minutes_to_1pct_price_decrease_filter,VECTOR,Number of minutes before price drops by 1 percent after the news,0.5219,0,0
news12,minutes_to_1pct_price_increase_filter,VECTOR,Minutes elapsed before price increased by 1 percent post-event,0.5508,4,3
news12,minutes_to_2pct_decline,VECTOR,Number of minutes before price decreased by 2 percent after news.,0.8752,0,0
news12,minutes_to_2pct_increase,VECTOR,Number of minutes before price increased by 2 percent after news.,0.889,0,0
news12,minutes_to_2pct_price_increase_filter,VECTOR,Minutes elapsed before price increased by 2 percent after the event,0.4399,4,3
news12,minutes_to_3pct_decline,VECTOR,Number of minutes before price decreased by 3 percent after news.,0.7473,1,1
news12,minutes_to_3pct_increase,VECTOR,Number of minutes before price increased by 3 percent after news.,0.7665,1,1
news12,minutes_to_3pct_price_increase,VECTOR,Minutes elapsed before price went up by 3 percentage points after the news,0.3493,0,0
news12,minutes_to_3pct_price_increase_filter,VECTOR,Number of minutes that elapsed before price went up 3 percentage points,0.3493,1,1
news12,minutes_to_4pct_decline,VECTOR,Number of minutes before price decreased by 4 percent after news.,0.6219,0,0
news12,minutes_to_4pct_increase,VECTOR,Number of minutes before price increased by 4 percent after news.,0.6476,2,2
news12,minutes_to_4pct_price_increase,VECTOR,Minutes elapsed before price went up by 4 percentage points after the news,0.2787,0,0
news12,minutes_to_5pct_decline,VECTOR,Number of minutes before price decreased by 5 percent after news.,0.5053,1,1
news12,minutes_to_5pct_increase,VECTOR,Number of minutes before price increased by 5 percent after news.,0.5315,2,1
news12,minutes_to_75pct_decline,VECTOR,Number of minutes before price decreased by 75 percent after news.,0.2998,0,0
news12,minutes_to_75pct_increase,VECTOR,Number of minutes before price increased by 75 percent after news.,0.3271,0,0
news12,minutes_to_fifth_percent_gain,VECTOR,Number of minutes elapsed before price increased by 5 percentage points from the time of the news,0.2991,2,2
news12,minutes_to_fifth_percent_loss,VECTOR,Number of minutes elapsed before the price decreased by 5 percentage points from the event in the pre-market session,0.2908,1,1
news12,minutes_to_first_percent_gain,VECTOR,Number of minutes elapsed before price increased by 1 percentage point from the time of the news,0.6653,1,1
news12,minutes_to_five_pct_decline,VECTOR,Number of minutes before price fell 5% after the event,0.2908,1,1
news12,minutes_to_five_pct_down_move_1555,VECTOR,Number of minutes elapsed before price dropped 5 percentage points after the news,0.7107,0,0
news12,minutes_to_five_pct_increase,VECTOR,Number of minutes that elapsed before price went up 5 percentage points,0.2991,0,0
news12,minutes_to_five_pct_up_move_1555,VECTOR,Minutes elapsed before price rose 5 percent above its value at news time,0.727,0,0
news12,minutes_to_five_percent_drop,VECTOR,Number of minutes until price drops by 5 percent after the news event,0.3581,0,0
news12,minutes_to_five_percent_drop_all,VECTOR,Minutes taken for price to decrease by five percent after event (all sessions).,0.5053,1,1
news12,minutes_to_five_percent_gain,VECTOR,"Level 5 value, the 5th rank or tier (e.g., price or volume) in the session",0.5315,0,0
news12,minutes_to_five_percent_loss,VECTOR,Number of minutes until price dropped 5 percent after event,0.3575,2,2
news12,minutes_to_four_pct_decline,VECTOR,Number of minutes until price dropped 4% after the event,0.3746,0,0
news12,minutes_to_four_pct_down_move_1555,VECTOR,Number of minutes elapsed before the price decreased by 4% after the event,0.8093,0,0
news12,minutes_to_four_pct_increase,VECTOR,Number of minutes until price increased 4% from the event,0.378,3,2
news12,minutes_to_four_pct_up_move_1555,VECTOR,Number of minutes required for the price to rise by 4% after the event,0.8228,4,4
news12,minutes_to_four_percent_decline,VECTOR,Number of minutes that elapsed before price went down 4 percentage points,0.2527,0,0
news12,minutes_to_four_percent_drop,VECTOR,Minutes taken for price to decrease by four percent after event.,0.6219,0,0
news12,minutes_to_four_percent_gain,VECTOR,Number of minutes that elapsed before price rose by 4 percent post-news,0.4868,0,0
news12,minutes_to_four_percent_gain_2,VECTOR,"Level 4 value, representing the 4th rank or tier (e.g., price or volume) in the session",0.6476,1,1
news12,minutes_to_four_percent_increase,VECTOR,Number of minutes that elapsed before price went up 4 percentage points,0.2787,0,0
news12,minutes_to_four_percent_loss,VECTOR,Number of minutes until price dropped 4 percent after event,0.4868,0,0
news12,minutes_to_four_percent_loss_afterhours,VECTOR,Number of minutes that elapsed before price went down 4 percentage points after news in After Hours on Day 1,0.2527,0,0
news12,minutes_to_fourth_percent_gain,VECTOR,Number of minutes elapsed before price increased by 4 percentage points from the time of the news,0.378,1,1
news12,minutes_to_fourth_percent_loss,VECTOR,Number of minutes elapsed before the price decreased by 4 percentage points from the event in the pre-market session,0.3746,0,0
news12,minutes_to_one_pct_decline,VECTOR,Minutes until price dropped 1% after the news event,0.6684,1,1
news12,minutes_to_one_pct_down_move_1555,VECTOR,Number of minutes elapsed before the price decreased by 1% after the event,1.0,0,0
